"id","female","anxdep1","anxdep2","anxdep3","anxdep4","lonely1","lonely2","lonely3","lonely4"
1246,1,NA,1.2,1.29,1.02,2.73,2.45,NA,2.55
1247,1,2.32,1.91,3.16,NA,2.08,3.12,3.17,2.94
1248,1,3.17,NA,1.04,NA,1.58,1.33,NA,2.28
1249,1,3.54,1.57,2.63,NA,3.02,3.16,3.27,1.31
1250,1,2.09,NA,3.16,NA,0.56,2.29,NA,NA
1251,1,0.58,NA,2.61,NA,NA,1.94,0.75,2.27
1252,1,1.67,NA,1.48,3.03,NA,2.32,2.02,1.67
1253,1,NA,2.44,NA,NA,NA,3.11,NA,2.71
1254,1,2.86,1.49,NA,1.65,NA,2.33,4.28,NA
1255,1,2.1,2.94,1.08,NA,2.82,1.2,3.94,2.64
1256,1,NA,NA,0.52,NA,0.51,2.12,NA,0.56
1257,1,2.54,NA,NA,NA,1.55,1.52,2.82,2.33
1258,1,3.07,2.09,NA,2.97,2.21,2.36,2.05,1.32
1259,1,1.36,NA,2.02,1.82,2.71,1.34,2.45,2.3
1260,1,2.44,NA,2.15,2.62,1.49,NA,NA,2.34
1261,1,NA,3.32,2.93,1.54,0.95,1.55,3.37,1.21
1262,1,NA,1.31,NA,2.08,2.63,1.09,2.11,3.02
1263,1,0.22,4,NA,1.97,3.42,1.25,2.76,3.05
1264,1,2.35,2.45,2.69,2.63,3.04,1.75,2.5,1.98
1265,1,NA,0.72,NA,2.01,NA,NA,NA,3.11
1266,1,1.46,2.7,NA,1.21,NA,2.45,NA,NA
1267,1,NA,2.3,3.27,NA,1.75,3.9,1.33,2.35
1268,1,NA,1.78,NA,1.92,2.56,2.82,2.75,2.95
1269,1,2.07,2.14,NA,NA,1.63,1,3.47,NA
1270,1,NA,1.99,3.2,NA,2.94,1.78,2.61,1.89
1271,1,NA,2.98,NA,NA,NA,0.94,NA,3.64
1272,1,3.48,3.07,1.46,NA,2.66,2.1,NA,3.1
1273,1,2.37,1.46,NA,NA,2.18,1.76,NA,2.97
1274,1,1.63,1.62,NA,3.11,2.07,3.96,1.29,3.06
1275,1,3.19,NA,1.77,1.96,NA,NA,NA,NA
1276,1,1.69,NA,3.8,2.24,1.08,2.17,NA,NA
1277,1,NA,0.34,3.55,NA,2.38,2.95,3.82,NA
1278,1,2.25,3.42,2.3,NA,NA,2.89,2.18,NA
1279,1,2.31,1.83,NA,1.24,NA,2.67,1.85,1.59
1280,1,1.99,NA,3.5,2.06,1.43,2.81,2.06,1.66
1281,1,1.85,2.65,2.49,1.34,2.53,NA,3.06,NA
1282,1,NA,NA,2.53,3.06,2.22,3.56,2.66,NA
1283,1,1.17,3.38,3.48,3.54,2.31,1.84,NA,NA
1284,1,1.3,2.28,3.06,1.78,2.91,3.27,4.17,1.95
1285,1,1.02,0.74,1.94,1.53,2.3,2.01,NA,3.27
1286,1,2.56,1.96,NA,0.72,3.37,NA,NA,NA
1287,1,2.66,2.08,1.59,2.95,NA,NA,1.05,3.27
1288,1,1.44,2.56,2.44,NA,NA,3.18,3.21,NA
1289,1,0.05,2.68,NA,2.51,NA,NA,1.98,NA
1290,1,0.64,2.95,NA,2.15,NA,1.58,NA,2.97
1291,1,NA,2.5,1.19,3.43,1.47,2.17,NA,1.26
1292,1,2.57,1.42,3.29,NA,2.59,1.04,NA,2.39
1293,1,2.43,NA,1.33,NA,NA,4.34,2.76,NA
1294,1,1.47,1.99,2.92,3.29,1.87,2.26,3.92,1.71
1295,1,NA,NA,1.49,2.94,0.96,NA,NA,3.39
1296,1,1.98,2.89,0.77,1.2,2.57,NA,2.97,1.63
1297,1,1.19,2.47,NA,2.79,NA,1.3,NA,NA
1298,1,NA,NA,NA,2.36,NA,1.17,NA,1.42
1299,1,2.61,NA,2.53,1.71,3.43,2.05,1.56,NA
1300,1,0.84,2.96,2.83,1.57,3.11,2.44,3.74,NA
1301,1,NA,2.04,NA,NA,4.21,NA,2.58,1.14
1302,1,1.83,NA,2.2,NA,NA,1.81,0.99,NA
1303,1,0.73,NA,2.28,2.34,2.76,NA,1.48,3.63
1304,1,NA,1.61,NA,1.78,NA,NA,NA,2.39
1305,1,1.85,1.69,0.86,NA,1.84,NA,NA,2.76
1306,1,NA,1.36,NA,2.72,NA,0.8,1.83,1.44
1307,1,1.17,1.99,1.7,NA,1.44,NA,NA,NA
1308,1,2.04,3.6,1.77,3.4,NA,2.69,2.81,3.35
1309,1,NA,1.32,NA,NA,1.86,NA,2.35,NA
1310,1,3.51,1.78,3.33,3.47,NA,2.67,NA,2.75
1311,1,1.52,3.33,3.84,2.75,2.59,3.73,NA,2.28
1312,1,1.76,0,1.57,1.72,NA,2.06,1.92,NA
1313,1,2.19,2.6,1.09,2.2,2.26,2.32,2.22,1.57
1314,1,2.29,NA,1.59,NA,2.4,3.04,NA,2.02
1315,1,2.16,3.08,3.61,2.75,3.07,2.63,NA,3.13
1316,1,NA,NA,NA,1.57,NA,2.31,NA,NA
1317,1,2.47,1.38,2.86,1.37,1.66,2.4,2.29,NA
1318,1,NA,1.75,NA,NA,2.16,1.59,2.63,NA
1319,1,NA,NA,NA,1.77,2.22,NA,NA,NA
1320,1,1.85,0.15,3.22,3.39,2.03,2.55,NA,NA
1321,1,NA,NA,2.1,2.33,1.74,2.51,2.83,NA
1322,1,1.35,2.97,NA,0.92,1.63,2.43,1.96,NA
1323,1,NA,NA,NA,NA,1.79,3.46,2.2,1.79
1324,1,NA,NA,NA,2.3,1.63,1.48,3.45,1.69
1325,1,NA,2.72,1.25,3.49,2.72,NA,0.75,1.42
1326,1,2.3,2.55,1.8,1.41,2.72,2.98,2.09,1.72
1327,1,NA,3.85,NA,1.66,1.75,NA,NA,NA
1328,1,2.18,NA,NA,NA,2.72,3.77,NA,2.62
1329,1,NA,1.2,NA,2.38,1.4,1.45,1.72,NA
1330,1,3.63,3.03,2.16,3.64,3.56,2.5,NA,1.31
1331,1,2.56,3.16,2.66,3.55,NA,2.21,NA,2.51
1332,1,1.86,2.47,NA,NA,1.71,3.6,0.81,3.34
1333,1,NA,NA,1.2,2.29,NA,2.72,1.67,3.4
1334,1,1.24,NA,NA,3.32,1.61,0.61,NA,2.42
1335,1,4,0.96,1.47,NA,2.36,1.74,3.53,1.13
1336,1,NA,1.43,3.2,NA,2.45,2.77,NA,2.32
1337,1,NA,0.87,NA,NA,2.22,2.07,3.68,2.25
1338,1,NA,2.69,NA,NA,3.46,2.6,3.21,2.1
1339,1,2.04,1.65,1.91,NA,1.48,4.17,2.42,3.16
1340,1,NA,NA,4,NA,2.42,1.96,2.54,1.93
1341,1,2.21,NA,NA,1.53,1.21,NA,NA,NA
1342,1,2.53,NA,0.41,2.21,2.97,NA,2.54,4.15
1343,1,2,2.26,1.62,2.2,2.3,NA,1.87,1.59
1344,1,0.88,1.9,2.47,0.86,NA,NA,NA,NA
1345,1,2.9,2.64,1.4,2.41,3.87,3.44,3.01,NA
1346,1,1.12,1.8,2.96,2.84,1.38,2.15,3.52,2.96
1347,1,2.73,1.3,1.97,NA,1.36,2.9,NA,2.99
1348,1,NA,2.13,2.8,0.98,2.72,2.34,2.11,NA
1349,1,1.79,2.72,NA,2.2,NA,1.56,1.7,NA
1350,1,1.57,3.25,2.75,2.84,0.63,2.55,NA,2.32
1351,1,2.79,0.8,NA,1.5,NA,NA,1.59,3.71
1352,1,1.54,2.89,1.85,NA,NA,1.64,NA,2.99
1353,1,NA,1.65,2.38,1.78,0.64,2.22,2.68,2.44
1354,1,NA,1.06,0.8,NA,1.64,NA,2.25,NA
1355,1,3.68,NA,0.9,1.26,1.86,2.87,NA,2.58
1356,1,1.36,1.75,2.71,2.62,1.31,2.73,2.31,NA
1357,1,NA,2.13,2.09,2.62,1.69,2.33,2.81,2.99
1358,1,1.47,NA,1.04,2.23,2.75,1.88,2.99,2.65
1359,1,2.56,NA,1.7,2.5,1.99,NA,2.32,3.63
1360,1,1.2,3.16,NA,NA,0.81,2.6,2.51,2.97
1361,1,1.64,2.89,2.7,1.45,3.86,1.83,2.73,NA
1362,1,0.91,2.37,2.05,NA,3.86,NA,2.41,NA
1363,1,2.86,3.6,2.93,0.74,2.08,1.51,3.4,3.37
1364,1,2.65,2.11,2.91,2.09,NA,2.45,1,2.87
1365,1,2.2,NA,3.77,2.03,2.74,0.81,1.67,NA
1366,1,1.99,2.31,NA,NA,2.02,1.5,3.31,2.1
1367,1,3.83,2.2,2,NA,NA,2.03,2.48,NA
1368,1,2.87,3.39,NA,1.19,1.82,NA,2.36,NA
1369,1,2.06,1.8,1.7,NA,2.01,3.03,NA,1.82
1370,1,1.28,NA,1.99,1.88,1.46,2.87,NA,NA
1371,1,2.14,NA,1.93,2.6,1.6,3.32,2.75,1.55
1372,1,2.18,2.53,NA,2.99,2.61,NA,NA,2.35
1373,1,0.69,0.66,1.08,3.26,2.33,2.66,NA,NA
1374,1,1.62,1.29,1.65,2.47,3.25,3.09,2.69,3.08
1375,1,2.17,2.78,1.93,NA,NA,NA,NA,0.79
1376,1,NA,3.63,NA,1.52,2.51,NA,2.71,NA
1377,1,2.91,1.83,NA,1.09,NA,NA,2.96,NA
1378,1,1.75,2.74,2.73,2.32,1.44,NA,NA,2.78
1379,1,NA,2.55,2.16,2.13,NA,2.15,2.03,NA
1380,1,2.03,NA,2.26,2.66,2.28,2.55,NA,4.28
1381,1,0.94,2.46,NA,0.48,2.01,1.74,NA,2.65
1382,1,1.79,NA,2.44,1.63,3.07,NA,2.47,2.67
1383,1,0.75,1.94,NA,NA,1.18,2.92,2.25,3.45
1384,1,4,1.72,NA,2.47,2.56,2.96,2.21,1.4
1385,1,3.26,1.28,NA,3.06,2.83,1.59,3.28,NA
1386,1,2.72,2.35,2.17,3.15,NA,1.68,NA,2.53
1387,1,NA,2.73,1.33,NA,1.98,1.62,NA,2.1
1388,1,3.01,NA,2.05,2.38,NA,NA,3.29,2.83
1389,1,1.83,1.66,NA,NA,2.95,2.02,2.8,1.08
1390,1,2.43,NA,2.32,3.28,NA,NA,NA,2.19
1391,1,2.06,NA,2.66,3.09,1.56,NA,2.52,NA
1392,1,1.11,2.09,2.35,1.91,1.06,NA,NA,2.31
1393,1,NA,NA,1.76,NA,2.53,NA,2,2.4
1394,1,NA,1.17,3.35,3,NA,NA,1.35,NA
1395,1,NA,0.69,1.2,2.04,2.34,1.42,2.1,1.2
1396,1,2.29,2.96,NA,3.29,1.76,2.49,1.74,2.29
1397,1,NA,1.23,NA,3.1,2.8,NA,NA,2.18
1398,1,NA,1.53,2.24,NA,3.04,NA,2.26,NA
1399,1,1.9,3.13,3.06,1.82,3.32,2.75,1.82,NA
1400,1,1.69,2.94,3.05,1.94,3.37,2.75,2.96,NA
1401,1,1.35,2.05,NA,NA,NA,3.03,NA,NA
1402,1,1.81,1.33,2.71,2.14,2.14,NA,3.64,NA
1403,1,2.81,4,3.14,2.46,2.97,1.85,3.24,NA
1404,1,NA,1.8,3.64,2.35,1.42,1.67,1.76,2.11
1405,1,3.34,NA,2.7,1.86,NA,NA,2.78,NA
1406,1,NA,3.37,3.03,NA,NA,2.16,1.13,2.81
1407,1,1.12,NA,3.13,2.52,2.08,1.29,NA,NA
1408,1,1.36,0.81,2.65,3.61,3,3.04,3.09,0.86
1409,1,2.87,4,NA,NA,2.62,2.26,2.77,1.97
1410,1,0.67,2.33,NA,2.7,0.23,3.28,NA,2.89
1411,1,0.92,3.12,1.43,NA,3.05,3.01,NA,2.25
1412,1,2.2,NA,1.83,NA,2.06,2.62,0.77,2.88
1413,1,4,2.34,NA,2.77,NA,4.22,2.47,NA
1414,1,1.41,NA,0.78,NA,NA,1.61,NA,1.63
1415,1,2.09,NA,NA,1.61,NA,2.72,2.48,5
1416,1,NA,NA,NA,NA,2.48,1.3,2.4,1.53
1417,1,1.82,3.12,NA,2.06,2.12,NA,NA,NA
1418,1,NA,1.23,NA,3,2.52,0.84,NA,3.43
1419,1,2.5,1.81,2.05,NA,2.6,1.88,NA,NA
1420,1,NA,2.22,3.38,2.01,2.34,3.24,3.4,2.55
1421,1,2.51,3.02,NA,2.68,1.91,NA,3.03,2.65
1422,1,2.3,1.75,1.83,NA,4.09,NA,NA,NA
1423,1,1.65,NA,2.36,1.85,3.2,NA,NA,3.15
1424,1,NA,1.92,1.52,NA,NA,2.81,3.05,NA
1425,1,2.28,NA,2.18,2.67,1.77,2.04,NA,NA
1426,1,2.29,0.8,2.27,2.67,2.16,1,NA,NA
1427,1,1.41,1.76,NA,2.51,NA,NA,4.9,1.8
1428,1,2.7,NA,2.36,NA,2.79,1.8,NA,1.92
1429,1,2.59,NA,NA,1.58,NA,1.71,1.95,3.09
1430,1,1.71,NA,NA,1.74,0.81,2.91,NA,NA
1431,1,2.72,3.09,3.03,2.96,2.27,2.35,2.05,1.15
1432,1,2.58,1.14,2.29,NA,NA,2.5,1.26,3.53
1433,1,3.86,2.04,NA,NA,2.65,1.38,NA,0
1434,1,1.98,3.41,3.34,2.09,3.07,1.7,NA,1.97
1435,1,1.04,2.04,2.01,NA,2.78,NA,3.78,1.54
1436,1,NA,1.95,1.32,2.43,2.07,0.68,NA,NA
1437,1,NA,2.24,NA,3.07,2.37,NA,NA,NA
1438,1,1.72,0.95,NA,1.33,NA,2.87,2.41,2.28
1439,1,2.87,1.97,NA,3.32,NA,1.29,1.3,NA
1440,1,2,2.56,1.61,NA,2.92,2.58,2.08,NA
1441,1,2.24,0.51,NA,1.85,NA,2.99,NA,NA
1442,1,1.42,2.52,3.22,NA,1.27,NA,NA,NA
1443,1,NA,4,NA,2.75,NA,2.43,1.24,2.43
1444,1,2.62,0.84,2.45,NA,1.43,2.92,NA,2.08
1445,1,2.36,3.29,2.87,2.31,0.94,NA,2.68,0.74
1446,1,1,1.56,NA,2.7,NA,2.23,2.24,NA
1447,1,2.06,1.87,NA,2.95,1.24,3.07,NA,NA
1448,1,0.95,NA,1.45,NA,2.62,0.73,2.41,1.72
1449,1,2.62,NA,0.48,NA,NA,2.04,3.4,3.41
1450,1,1.51,2.91,NA,2.94,NA,2.54,NA,1.39
1451,1,1.35,NA,2.22,1.37,1.27,3.23,0.63,NA
1452,1,NA,2.36,2.92,3.36,2.14,2.17,2.6,NA
1453,1,1.49,4,NA,3.32,1.5,3.42,NA,NA
1454,1,2.94,1.83,2.03,NA,1.4,NA,NA,NA
1455,1,0.89,3.24,2.34,3.41,2.18,2.82,NA,1.41
1456,1,2.84,NA,1.9,2.86,NA,NA,NA,2.05
1457,1,1.5,2.92,NA,2.02,2.13,0.31,NA,NA
1458,1,0.53,0.71,NA,NA,2.69,2.75,2.16,NA
1459,1,NA,3.16,2.35,2.69,1.94,2.45,2.55,NA
1460,1,0.84,2.69,NA,NA,NA,2.32,NA,1.76
1461,1,1.43,1,NA,NA,1.64,0.78,NA,2.61
1462,1,2.42,NA,NA,2.15,NA,2.5,NA,2.69
1463,1,0.36,4,1.93,2.31,2.23,2.62,2.25,2
1464,1,1.85,2.7,1.78,2.38,2.23,1.82,2.38,NA
1465,1,NA,2.63,1.93,2.2,3.26,4.09,2.27,NA
1466,1,NA,2.21,NA,1.62,NA,1.63,1.93,4.09
1467,1,2.62,NA,2.64,2.34,1.99,NA,2.96,NA
1468,1,0.01,2.6,2.45,NA,1.69,2.32,NA,NA
1469,1,2.58,2.54,1.03,2.58,1.83,2.81,2.14,2.09
1470,1,NA,1.33,1.65,3.97,2.28,0.9,NA,NA
1471,1,NA,1.69,NA,3.65,NA,NA,3.03,NA
1472,1,1.49,2.14,NA,NA,NA,3.23,NA,NA
1473,1,2.52,2.66,2,2.15,2.31,1.52,2.79,3.79
1474,1,1.99,1.73,NA,NA,1.02,2.58,2.56,4.22
1475,1,1.08,NA,1.26,NA,2.05,NA,1.8,2.72
1476,1,2.01,1.53,1.38,2.7,2.73,3.04,2.98,NA
1477,1,1.1,NA,NA,NA,NA,2.35,NA,2.4
1478,1,1.49,0.68,2.58,1.94,0.12,NA,1.3,NA
1479,1,1.09,2.09,NA,2.13,2.24,2.04,NA,NA
1480,1,NA,1.77,3.57,1.47,NA,2.65,2.45,2.57
1481,1,3.41,NA,1.15,NA,1.15,4.17,2.35,0.93
1482,1,1.92,NA,1.7,1.95,2.25,NA,NA,3.48
1483,1,2.53,2.3,2.38,2.21,1.77,NA,NA,3.01
1484,1,3.06,2.33,NA,3.82,3.24,2.96,NA,3.4
1485,1,2.6,2.62,2.53,2.65,3.51,2.08,2.66,1.97
1486,1,1.94,1.28,NA,NA,1.53,1.93,1.66,NA
1487,1,3.02,2.73,NA,3.21,NA,1.56,NA,2.35
1488,1,1.57,2.33,1.68,1.16,NA,1.27,2.82,2.94
1489,1,2.93,2.89,1.49,2.8,NA,3.62,NA,3.28
1490,1,2.65,NA,1.37,1.95,2.9,1.9,2.71,2.04
1491,1,NA,NA,NA,4,0.65,1.8,2.76,2
1492,1,1.68,2.21,1.7,3.86,1.68,2.26,1.32,1.05
1493,1,2.17,3.18,2.64,2.55,NA,1.15,NA,2.95
1494,1,3.62,NA,NA,2.96,NA,2.44,2.07,1.54
1495,1,NA,3.04,1.64,2.78,2.37,2.35,3.03,1.17
1496,1,2.05,2.17,NA,3.24,2.24,2.52,2.01,1.02
1497,1,0.86,2.23,1.74,NA,0.98,2.63,2.34,NA
1498,1,1.8,2.52,NA,NA,0.88,2.31,NA,1.89
1499,1,NA,4,NA,NA,1.92,NA,NA,1.49
1500,1,3.82,1.45,1.38,2.66,NA,1,NA,NA
1501,1,2.19,NA,NA,1.88,NA,2.9,NA,3.05
1502,1,NA,1.83,2.8,NA,1.94,NA,2.99,2.28
1503,1,1.08,1.4,2.4,2.88,1.82,4.2,2.06,NA
1504,1,NA,3.67,1.17,2.39,NA,NA,2.68,2.27
1505,1,1.18,0.59,NA,2.62,1.44,1.47,2.58,NA
1506,1,0.57,2.8,1.83,NA,2.39,2.05,2.09,1.68
1507,1,3.38,3.34,2.81,1.71,NA,2.03,0.99,2.01
1508,1,1.69,3.74,0.88,1.48,1.89,3.32,1.79,2.19
