consci1,consci2,consci3,consci4,consci5,consci6,emostab1,emostab2,emostab3,emostab4,emostab5,emostab6,orgcon1,orgcon2,orgcon3,orgcon4,orgcon5,orgcon6,workbeh1,workbeh2,workbeh3,workbeh4,workbeh5,workbeh6,consci,emostab,orgcon,workbeh
3,3,3,5,1,1,3,1,3,2,1,2,2,4,2,2,2,2,2,2,2,2,1,1,16,12,14,10
2,3,2,1,4,4,4,3,2,4,5,4,4,3,2,2,2,3,1,3,1,1,1,1,16,22,16,8
5,5,3,5,2,4,4,3,4,5,4,3,5,2,4,3,3,3,3,4,2,3,2,3,24,23,20,17
5,5,3,5,4,5,4,3,3,3,3,4,1,4,3,3,3,2,1,1,1,1,1,1,27,20,16,6
5,5,5,5,4,5,2,4,4,2,4,4,2,5,3,4,2,2,1,1,1,1,1,1,29,20,18,6
5,5,5,5,4,4,2,5,3,3,5,2,1,1,1,1,1,1,1,2,2,1,1,1,28,20,6,8
4,5,5,4,5,5,4,4,5,4,5,2,1,2,2,2,2,1,1,1,1,2,1,1,28,24,10,7
4,4,2,3,4,2,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,19,27,29,30
4,5,5,4,4,5,4,2,2,4,1,4,4,5,4,5,5,4,3,1,2,2,2,2,27,17,27,12
3,1,3,2,2,3,4,5,4,1,4,3,2,2,3,2,3,1,1,1,2,2,2,2,14,21,13,10
5,4,5,5,5,5,3,1,4,3,4,3,1,1,3,2,2,1,1,1,1,1,1,1,29,18,10,6
5,5,5,5,4,5,1,4,3,3,3,3,4,4,3,4,3,2,2,2,1,1,3,1,29,17,20,10
5,4,4,3,5,5,4,3,4,4,4,5,3,5,5,4,5,4,3,1,1,2,1,2,26,24,26,10
5,5,5,4,5,4,3,2,4,4,2,3,2,3,5,5,4,5,1,2,2,1,1,1,28,18,24,8
5,4,4,3,3,4,3,2,1,1,2,1,2,2,4,2,2,1,1,1,1,1,1,2,23,10,13,7
4,5,5,5,4,2,1,1,2,3,1,3,5,4,3,5,5,5,2,2,2,5,3,3,25,11,27,17
2,3,3,2,3,1,3,5,4,2,1,3,2,5,3,3,3,3,3,2,1,3,3,2,14,18,19,14
5,5,4,5,4,5,1,1,2,3,1,2,2,3,2,2,2,2,2,2,3,2,1,1,28,10,13,11
5,3,4,4,4,4,4,5,4,5,5,5,1,1,1,2,2,1,1,1,1,1,1,1,24,28,8,6
2,5,5,5,5,3,2,2,2,4,1,3,1,1,2,4,1,2,1,1,1,1,1,1,25,14,11,6
5,5,4,3,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,3,5,5,5,5,26,24,29,28
4,2,1,4,1,2,3,1,4,4,2,3,3,2,4,2,3,2,2,2,3,2,2,3,14,17,16,14
5,4,3,5,2,5,1,2,1,1,1,1,3,5,5,4,4,5,2,2,2,1,2,1,24,7,26,10
4,1,3,5,4,3,1,2,3,1,3,2,5,4,2,4,4,5,1,1,1,2,2,1,20,12,24,8
4,4,4,4,4,3,2,5,3,2,2,4,5,4,4,4,2,3,3,3,1,3,2,3,23,18,22,15
4,1,2,1,4,1,1,1,1,1,3,1,3,1,2,2,3,1,1,2,1,1,1,3,13,8,12,9
4,5,5,4,3,5,4,4,5,4,4,5,4,4,4,3,3,3,2,1,1,3,1,1,26,26,21,9
3,4,2,5,5,5,1,5,4,4,4,1,3,5,5,5,4,2,2,2,2,3,2,3,24,19,24,14
5,3,1,5,4,5,1,3,5,2,4,4,4,3,4,2,5,4,2,2,2,1,1,2,23,19,22,10
5,5,5,5,5,5,5,4,5,5,5,5,2,2,2,2,1,1,2,2,1,1,1,1,30,29,10,8
2,5,4,3,3,4,4,5,4,4,4,4,4,3,4,3,5,1,1,1,1,1,1,2,21,25,20,7
4,3,4,1,1,1,5,1,1,4,2,1,2,3,3,3,4,2,2,1,1,2,1,1,14,14,17,8
5,5,5,4,5,5,4,1,2,1,4,2,3,2,3,2,3,3,3,1,1,1,1,1,29,14,16,8
4,1,4,3,5,5,4,4,5,4,4,4,2,4,5,2,5,4,3,4,2,1,2,5,22,25,22,17
5,5,2,4,4,1,1,2,5,3,4,4,5,2,3,2,2,2,2,2,1,3,2,3,21,19,16,13
5,5,5,5,5,5,4,5,1,4,4,4,2,2,5,1,2,2,1,1,1,1,1,1,30,22,14,6
4,5,5,3,4,2,2,4,1,4,2,3,2,4,2,2,3,5,1,1,1,1,2,2,23,16,18,8
3,2,2,5,5,4,3,2,4,3,2,3,4,2,2,2,3,2,2,1,2,1,2,1,21,17,15,9
5,5,5,5,5,5,4,4,5,5,5,5,4,3,3,5,1,3,1,1,1,1,2,1,30,28,19,7
4,4,3,3,5,5,5,5,4,4,5,5,1,1,1,1,1,2,1,1,1,1,1,1,24,28,7,6
5,4,4,5,2,5,4,3,4,2,4,2,3,2,1,3,3,2,1,1,1,1,1,1,25,19,14,6
3,4,1,4,5,3,3,4,3,2,2,4,3,2,2,2,2,2,2,1,1,2,1,1,20,18,13,8
5,5,2,3,4,3,4,4,1,3,1,2,2,2,3,1,2,2,1,2,2,2,1,1,22,15,12,9
4,5,5,2,5,4,2,1,3,3,2,4,2,5,1,4,4,4,2,3,4,2,2,2,25,15,20,15
5,5,4,5,5,5,4,5,1,3,3,4,1,1,1,1,1,2,2,2,1,2,2,1,29,20,7,10
4,5,5,5,4,5,4,5,4,4,5,5,1,1,2,1,1,1,2,1,1,2,1,1,28,27,7,8
4,4,1,2,3,5,4,4,5,5,5,5,4,5,4,3,5,4,3,2,1,2,1,2,19,28,25,11
4,4,5,3,5,5,3,4,4,4,4,3,1,3,3,4,3,5,1,3,1,3,1,2,26,22,19,11
2,4,4,5,4,5,3,4,3,1,3,4,3,1,2,5,2,2,1,1,2,1,1,2,24,18,15,8
5,5,5,4,5,5,4,3,4,4,1,3,2,4,1,1,2,3,1,1,1,1,1,3,29,19,13,8
3,4,3,2,4,3,3,3,2,2,4,1,2,3,1,1,2,2,2,1,1,1,1,1,19,15,11,7
5,5,5,4,4,5,4,4,4,4,3,4,1,1,2,1,1,2,1,1,2,1,1,1,28,23,8,7
2,5,4,5,3,5,4,4,3,4,5,5,4,5,5,5,5,5,1,1,1,1,2,2,24,25,29,8
1,1,4,3,2,2,1,1,1,3,1,1,5,4,4,2,4,5,1,1,1,1,1,1,13,8,24,6
4,5,4,4,4,3,2,4,4,4,2,4,2,2,2,1,3,2,1,2,1,1,1,2,24,20,12,8
5,5,5,5,3,5,3,4,3,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,28,14,9,6
5,5,5,5,4,5,1,2,4,2,1,1,3,4,5,3,4,5,3,1,4,5,3,3,29,11,24,19
1,3,3,1,1,4,4,1,1,4,3,2,2,2,2,4,5,1,2,2,2,2,1,2,13,15,16,11
5,5,5,5,5,5,4,4,4,3,4,4,1,2,1,1,2,1,1,2,2,1,1,1,30,23,8,8
4,4,5,4,4,4,3,4,5,4,1,2,2,3,4,2,2,3,2,2,1,1,2,2,25,19,16,10
1,4,1,4,4,4,1,2,3,1,2,2,4,2,2,2,3,2,2,3,2,3,3,1,18,11,15,14
5,4,4,3,5,5,5,5,3,4,5,4,2,2,5,2,2,3,1,1,1,2,1,1,26,26,16,7
5,5,5,4,5,5,5,5,4,5,4,5,1,1,4,1,3,3,1,1,1,1,1,1,29,28,13,6
5,3,4,3,4,3,5,5,4,5,5,4,4,3,2,3,2,3,5,3,2,2,1,3,22,28,17,16
2,3,5,4,4,4,5,3,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,22,15,11,8
5,5,5,4,4,5,5,1,2,1,2,2,5,4,4,4,5,5,1,1,1,1,1,1,28,13,27,6
3,3,4,3,4,3,4,3,4,1,3,4,4,2,2,1,1,2,1,1,1,1,1,1,20,19,12,6
3,2,4,3,3,3,4,2,3,4,4,4,3,2,4,3,2,5,4,3,3,2,3,2,18,21,19,17
2,4,2,4,3,3,4,2,4,2,3,5,5,2,3,5,2,5,2,4,3,3,1,3,18,20,22,16
4,5,3,5,4,4,5,5,4,4,5,4,4,3,2,3,2,2,3,1,3,1,2,2,25,27,16,12
5,4,4,3,3,4,2,3,3,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,23,13,8,7
3,5,5,4,5,4,5,4,4,4,5,5,3,2,2,3,1,1,1,1,1,1,1,1,26,27,12,6
2,3,4,2,2,4,5,1,1,4,5,5,5,5,2,1,3,4,3,2,3,2,3,2,17,21,20,15
2,4,4,5,5,4,1,4,3,1,1,3,3,3,2,3,2,2,1,1,1,1,1,2,24,13,15,7
5,5,5,5,5,5,3,2,2,2,3,2,3,2,3,2,3,4,2,1,1,1,1,1,30,14,17,7
2,5,3,5,3,4,4,4,4,2,3,4,5,4,3,5,4,5,3,1,2,1,1,1,22,21,26,9
3,3,5,3,3,3,4,5,4,3,4,4,1,2,2,2,2,3,2,1,1,1,1,1,20,24,12,7
5,5,5,5,5,4,4,4,5,2,3,1,4,3,3,2,3,3,2,1,1,1,1,1,29,19,18,7
5,4,4,4,3,3,1,4,1,2,3,2,4,5,4,3,5,2,2,3,2,1,1,2,23,13,23,11
5,5,4,2,4,5,4,3,3,4,3,5,5,5,5,3,2,4,1,3,2,1,1,2,25,22,24,10
5,2,5,3,5,4,5,4,4,4,4,5,2,4,3,5,1,2,1,1,1,1,2,1,24,26,17,7
2,4,4,4,4,4,4,4,4,4,4,2,5,3,2,3,5,5,3,1,2,3,2,3,22,22,23,14
5,5,5,4,5,5,4,5,4,4,5,5,2,2,2,2,3,2,2,1,1,1,1,1,29,27,13,7
3,2,4,2,2,5,5,5,5,4,5,5,5,3,5,3,2,4,1,1,1,1,1,1,18,29,22,6
2,5,4,4,4,2,1,1,4,3,3,4,3,5,4,5,2,4,2,1,1,3,1,1,21,16,23,9
5,5,5,5,4,2,3,3,3,2,2,3,3,4,2,3,2,2,1,1,1,1,1,1,26,16,16,6
2,4,2,4,3,2,1,1,1,3,1,2,3,1,2,2,4,2,1,1,3,1,1,1,17,9,14,8
4,4,4,5,4,4,4,3,1,3,4,1,2,2,2,2,2,2,2,3,2,3,3,1,25,16,12,14
5,1,3,4,4,3,4,3,1,1,4,4,1,2,1,1,2,3,2,2,2,2,1,1,20,17,10,10
4,4,2,4,3,3,2,2,1,4,4,3,4,4,2,5,5,3,2,1,1,1,2,2,20,16,23,9
5,5,5,4,5,5,5,4,4,4,5,4,5,2,3,3,2,2,3,3,2,2,1,2,29,26,17,13
5,5,5,4,5,5,5,4,3,4,4,2,3,5,4,3,2,1,1,2,1,1,1,1,29,22,18,7
5,5,5,5,5,5,5,5,5,2,5,4,2,2,1,2,1,1,1,1,1,1,1,1,30,26,9,6
1,2,4,2,2,4,2,3,4,2,2,3,5,2,4,5,3,2,2,2,2,2,2,3,15,16,21,13
5,3,5,3,5,2,4,4,4,3,4,1,3,4,4,4,4,2,1,2,1,1,1,1,23,20,21,7
3,4,2,5,5,4,5,4,5,5,5,5,1,1,3,2,4,2,1,1,1,1,1,1,23,29,13,6
4,3,4,4,4,3,4,4,5,4,3,3,1,3,2,3,1,2,1,2,2,1,1,1,22,23,12,8
5,5,5,5,5,5,4,5,5,5,4,4,3,2,2,1,2,2,1,1,1,1,2,1,30,27,12,7
3,5,4,3,4,4,1,3,2,3,2,4,5,3,3,3,4,4,2,2,2,2,1,1,23,15,22,10
5,4,4,3,3,5,3,5,3,5,4,4,2,3,1,2,2,2,1,1,1,1,1,1,24,24,12,6
2,4,5,4,4,5,1,4,3,5,4,4,5,5,5,4,5,4,2,1,1,1,3,1,24,21,28,9
4,5,4,5,4,4,3,1,3,4,4,3,2,4,2,1,3,2,1,1,1,1,1,1,26,18,14,6
5,4,5,5,5,5,4,5,4,4,4,4,2,2,1,1,2,1,1,2,1,1,1,1,29,25,9,7
1,1,1,1,1,1,3,4,3,4,5,3,4,5,2,4,3,2,2,3,1,3,3,1,6,22,20,13
3,4,2,4,5,5,4,4,5,3,3,3,2,2,2,2,2,3,1,1,1,1,1,1,23,22,13,6
2,2,4,5,4,2,5,4,3,4,5,5,3,5,3,5,5,5,1,3,1,1,1,3,19,26,26,10
2,3,2,4,1,2,2,1,1,1,1,2,2,4,3,4,5,5,2,1,3,3,2,2,14,8,23,13
4,4,4,5,5,4,4,4,4,5,3,4,2,1,4,2,1,2,1,1,2,1,1,1,26,24,12,7
3,1,2,4,4,4,4,4,3,5,4,4,5,5,2,5,2,5,2,2,2,2,1,1,18,24,24,10
5,5,5,5,5,5,3,4,4,5,3,4,2,1,2,2,2,2,1,1,1,1,1,1,30,23,11,6
5,5,5,5,5,5,5,5,4,4,5,4,2,2,2,5,4,3,1,1,1,2,1,1,30,27,18,7
5,3,4,3,3,3,4,3,2,4,1,2,1,2,1,1,3,1,1,1,1,1,1,1,21,16,9,6
4,4,4,5,5,4,1,3,1,1,1,1,4,1,3,1,2,3,1,2,1,1,1,2,26,8,14,8
4,3,4,3,5,5,5,4,5,4,5,3,2,3,1,4,2,2,2,1,1,2,2,1,24,26,14,9
5,5,5,5,4,5,3,4,3,5,5,2,5,3,5,4,4,4,1,2,2,2,2,3,29,22,25,12
2,4,3,4,4,5,4,1,2,1,2,1,5,4,5,5,5,5,2,3,2,3,3,3,22,11,29,16
1,3,2,4,3,1,1,2,1,1,2,1,5,3,3,5,3,3,2,2,2,2,2,1,14,8,22,11
5,4,5,4,4,5,4,4,4,5,4,3,3,3,2,5,2,3,3,1,2,2,2,2,27,24,18,12
4,2,5,5,5,3,4,5,5,5,4,5,2,3,2,2,3,1,1,1,1,1,1,1,24,28,13,6
5,4,5,5,5,4,3,4,4,4,5,3,4,3,5,3,4,1,2,2,1,1,2,2,28,23,20,10
5,3,4,3,5,5,3,5,4,4,4,5,2,3,1,1,2,3,1,1,1,3,1,2,25,25,12,9
5,5,5,4,5,5,4,4,5,4,5,5,1,2,2,5,2,2,2,1,1,2,1,2,29,27,14,9
4,4,4,4,4,5,3,5,3,5,4,3,3,3,1,2,2,2,1,1,2,1,1,2,25,23,13,8
4,4,5,3,4,5,4,2,4,4,4,4,2,2,3,2,3,2,1,2,1,1,2,2,25,22,14,9
4,4,5,3,5,4,5,3,5,5,5,5,1,1,1,1,1,1,1,2,2,1,2,1,25,28,6,9
4,2,3,2,5,5,2,4,2,1,4,2,2,2,3,4,3,2,1,1,2,1,1,1,21,15,16,7
5,3,4,3,5,5,5,5,4,4,5,4,2,2,1,2,4,4,1,1,1,1,2,1,25,27,15,7
5,4,5,2,4,3,3,4,1,4,4,4,2,4,5,5,4,2,2,2,1,2,2,2,23,20,22,11
1,1,4,2,2,3,2,3,4,3,2,1,2,3,4,3,3,3,2,3,2,2,2,2,13,15,18,13
4,2,1,1,2,1,4,4,2,4,5,3,3,2,2,4,2,4,2,2,3,5,3,2,11,22,17,17
5,5,5,5,5,5,4,4,2,3,4,4,3,4,2,2,4,4,5,3,3,2,3,4,30,21,19,20
5,5,5,4,4,4,1,1,3,3,4,4,2,1,1,2,1,1,1,2,1,2,1,1,27,16,8,8
3,3,4,5,1,5,4,3,4,4,4,4,1,5,2,2,3,2,1,1,2,2,1,1,21,23,15,8
4,3,2,3,2,3,3,4,4,1,4,4,5,5,5,5,4,5,2,1,3,2,3,3,17,20,29,14
1,2,4,2,2,3,3,5,4,3,4,3,3,5,3,4,3,3,3,1,3,3,2,4,14,22,21,16
3,3,5,4,4,5,2,3,1,3,3,2,1,1,2,2,1,2,1,1,1,1,1,1,24,14,9,6
4,4,5,5,3,5,4,4,5,4,5,4,5,5,3,2,4,2,1,1,1,1,1,1,26,26,21,6
5,4,4,4,5,5,2,4,3,3,1,2,5,5,5,5,5,5,3,3,3,3,3,3,27,15,30,18
2,3,3,3,4,3,2,4,3,2,3,1,4,3,4,5,4,5,2,1,1,2,3,2,18,15,25,11
4,5,5,3,3,3,4,5,3,1,3,5,5,5,5,5,5,5,2,4,2,2,2,3,23,21,30,15
4,3,2,4,4,3,4,4,3,2,1,4,4,4,3,3,3,5,3,3,2,3,2,1,20,18,22,14
5,4,5,4,4,3,4,5,5,4,4,4,1,5,2,1,1,4,2,2,2,2,2,3,25,26,14,13
2,5,4,5,4,4,1,4,4,2,2,4,5,4,4,2,2,4,1,1,1,2,1,1,24,17,21,7
5,5,5,5,5,5,4,2,4,4,3,4,1,2,1,2,2,2,2,1,2,1,1,2,30,21,10,9
2,4,4,3,4,5,4,4,4,4,4,3,1,1,2,3,3,3,1,2,1,1,2,1,22,23,13,8
4,4,5,4,3,4,2,3,5,4,2,4,2,3,3,2,1,1,2,1,1,2,1,1,24,20,12,8
4,4,1,2,1,5,4,4,3,4,5,4,5,4,3,2,5,3,3,2,3,2,2,1,17,24,22,13
5,5,4,5,5,5,4,4,4,5,5,2,2,3,2,2,1,1,2,2,1,1,2,1,29,24,11,9
5,5,3,4,5,5,3,4,3,3,5,4,2,2,2,4,4,2,1,1,1,1,1,2,27,22,16,7
4,3,2,1,4,3,4,5,5,5,5,5,2,2,1,2,1,1,1,1,1,1,1,1,17,29,9,6
5,5,5,5,5,5,3,2,4,1,2,1,4,3,3,5,3,5,1,2,2,1,2,2,30,13,23,10
5,2,4,1,2,5,3,4,4,3,5,1,1,2,3,2,4,4,1,3,1,1,2,1,19,20,16,9
5,5,5,4,5,5,4,4,4,4,4,3,3,3,3,3,3,5,1,1,1,1,2,3,29,23,20,9
2,4,3,3,2,3,3,4,4,4,3,4,5,4,5,2,4,4,2,3,2,2,3,2,17,22,24,14
4,3,3,4,2,3,4,4,4,5,5,5,5,5,2,5,4,5,3,5,2,2,3,5,19,27,26,20
1,4,2,4,5,2,3,5,4,5,3,4,4,4,2,2,3,2,1,2,2,2,3,3,18,24,17,13
4,3,4,3,4,4,4,5,4,4,3,4,2,5,4,2,3,2,2,2,2,3,3,2,22,24,18,14
2,2,1,1,2,5,4,4,4,4,4,5,2,2,2,2,3,3,2,1,1,2,3,1,13,25,14,10
4,3,3,4,5,2,4,1,3,1,1,4,3,2,2,4,5,2,2,1,2,1,3,1,21,14,18,10
2,1,1,2,3,4,1,1,1,1,1,4,2,2,2,4,2,2,1,1,1,1,1,1,13,9,14,6
1,2,1,1,1,1,2,4,1,2,1,4,1,5,5,2,2,3,2,1,2,1,2,2,7,14,18,10
4,4,5,4,4,5,4,3,2,2,2,4,1,1,1,2,1,2,1,1,1,2,1,1,26,17,8,7
5,4,3,4,5,4,1,4,2,3,3,2,2,3,4,3,4,3,1,1,2,1,2,3,25,15,19,10
4,5,5,4,4,5,4,3,4,4,4,2,2,3,2,3,3,3,2,3,1,2,2,3,27,21,16,13
2,3,1,3,2,3,3,4,4,4,3,3,2,1,2,2,2,2,1,1,1,1,1,1,14,21,11,6
3,4,2,4,4,3,2,4,3,4,3,3,1,1,1,1,2,2,1,3,2,1,1,1,20,19,8,9
5,5,5,5,5,5,4,4,4,4,3,5,3,2,2,4,3,2,2,1,2,1,1,1,30,24,16,8
4,5,5,4,4,2,4,3,2,5,3,3,3,3,3,5,3,3,3,1,1,2,2,2,24,20,20,11
1,3,2,3,1,1,4,1,4,4,4,4,2,2,1,2,2,2,1,2,1,2,1,1,11,21,11,8
2,5,1,4,4,3,5,5,5,4,3,4,1,1,2,2,1,1,1,3,2,2,1,2,19,26,8,11
4,4,4,4,4,4,3,4,4,4,5,4,2,5,3,3,2,5,3,5,3,5,3,3,24,24,20,22
3,3,4,1,2,4,2,2,4,2,3,3,3,2,3,2,2,1,1,1,1,1,1,1,17,16,13,6
3,2,4,2,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,3,3,3,3,2,21,26,30,19
5,4,5,3,5,5,1,1,1,1,1,2,2,4,3,3,4,2,2,1,1,2,1,1,27,7,18,8
4,4,3,5,5,4,4,5,4,5,4,5,4,2,2,3,4,3,1,1,1,1,1,1,25,27,18,6
3,4,4,3,4,4,4,4,4,5,5,5,2,5,3,4,2,5,1,3,1,3,3,3,22,27,21,14
1,3,4,3,4,3,3,3,3,4,3,2,2,1,1,2,4,2,1,1,1,1,1,1,18,18,12,6
5,4,3,1,4,3,4,4,2,4,3,4,3,2,2,3,3,5,3,2,2,1,3,3,20,21,18,14
3,4,4,4,5,3,2,1,2,1,1,1,5,3,2,3,4,3,1,2,1,1,1,1,23,8,20,7
3,2,1,2,3,3,1,1,1,1,1,1,2,1,1,2,3,2,2,3,2,3,3,2,14,6,11,15
1,4,4,4,2,5,4,4,3,3,2,4,2,2,1,1,2,1,1,1,1,2,1,2,20,20,9,8
4,5,5,4,4,4,3,3,3,2,4,4,5,2,5,2,3,5,3,3,2,1,3,3,26,19,22,15
3,3,2,1,1,4,5,4,4,5,5,4,5,4,5,5,2,3,3,2,3,2,4,2,14,27,24,16
2,5,4,5,3,3,3,3,3,4,1,2,2,2,5,5,4,5,2,1,1,2,1,1,22,16,23,8
5,4,4,4,4,5,2,1,3,2,2,1,2,4,2,3,3,5,3,3,1,3,3,2,26,11,19,15
3,3,2,4,1,1,4,2,4,4,5,4,5,2,2,2,3,3,2,2,1,1,2,1,14,23,17,9
5,5,5,5,5,5,4,2,4,4,4,4,4,4,3,3,5,5,1,2,1,2,3,1,30,22,24,10
5,5,5,5,5,5,3,2,5,4,5,3,5,5,5,5,5,5,1,1,1,1,2,1,30,22,30,7
1,4,3,4,3,1,3,2,2,3,2,1,3,4,5,2,3,3,1,2,2,2,2,2,16,13,20,11
4,5,5,1,4,5,1,3,4,3,5,3,1,4,2,2,3,2,3,2,2,2,2,3,24,19,14,14
2,4,5,4,4,5,2,2,3,2,2,1,5,5,5,4,2,3,4,5,2,2,1,1,24,12,24,15
3,1,4,2,3,3,5,5,5,4,5,4,3,2,2,4,3,4,2,2,2,1,1,1,16,28,18,9
2,2,4,1,4,4,3,2,3,2,1,3,2,2,4,5,4,2,3,2,3,3,3,3,17,14,19,17
5,4,5,5,2,5,4,4,4,3,5,1,3,2,2,2,3,2,1,1,1,1,1,1,26,21,14,6
